DataUploaded,ProcessedBy,DatePlanted,"PlanterType
",CollectionSite,CollectionDate,Species,TagID,Condition ,Mass(g),Width(cm),Propagule Length(cm),RadicleLength(cm),PropaguleColor,RadicleColor,Float(Y/N),PartofSomething,notes,,RetiredVariables,Damage?(Y/N),DateGerminated,total length(cm)
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,508,H,1.5,1.7,1.2,1.4,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,509,H,0.94,1.5,1,1.2,G,GB,Y,,,,,N,7/7/2022,2.2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,510,H,1.84,1.7,0.9,1.5,G,B,Y,,,,,N,7/7/2022,2.4
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,511,H,1.42,1.6,1,1.6,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,512,H,0.79,1.4,1.4,0.7,G,GB,Y,,,,,N,7/7/2022,2.1
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,513,H,1.41,1.6,0.9,1.6,G,B,Y,,,,,N,7/7/2022,2.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,514,H,1.43,1.6,0.9,1.7,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,515,H,1.82,1.8,1.1,1.7,G,G,Y,,,,,N,7/7/2022,2.8
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,516,H,1.22,1.5,1,1.4,G,GB,Y,,,,,N,7/7/2022,2.4
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,517,H,1.27,1.6,1.1,1.3,G,G,Y,,,,,N,7/7/2022,2.4
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,518,H,0.55,1.1,1.1,1.1,G,G,Y,,,,,N,7/7/2022,2.2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,519,H,1.77,1.8,1,1.5,G,G,Y,,,,,N,7/7/2022,2.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,520,H,1.43,1.7,1,1.6,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,521,H,0.41,0.8,0.7,0.8,G,B,Y,,,,,N,7/7/2022,1.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,522,N,1.31,1.4,1.3,0.9,G,B,Y,,"B, N",,,Y,7/7/2022,2.2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,523,H,1.21,1.7,1.6,0.9,G,B,Y,,,,,N,7/7/2022,2.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,524,H,1.82,1.5,1.2,1.3,G,B,Y,,,,,N,7/7/2022,2.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,525,O,1.17,1.4,1.2,0.9,G,B,Y,,"Deformed, one outer leaf",,,N,7/7/2022,2.1
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,526,"B,P",2.01,2,1.3,1.5,G,G,Y,,,,,N,7/14/2022,2.8
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,527,H,1.12,1.6,1.2,1.1,G,G,N,,B,,,Y,7/14/2022,2.3
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,528,H,1.08,1.5,0.8,1.5,G,G,N,,,,,N,7/14/2022,2.3
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,529,H,1.72,1.8,1,1.9,G,G,N,,B,,,Y,7/14/2022,2.9
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,530,H,1.6,1.7,1.1,2,G,G,N,,,,,N,7/14/2022,3.1
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,531,H,1.53,1.6,0.9,1.6,G,G,N,,B,,,Y,7/14/2022,2.5
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,532,H,0.93,1.4,0.8,2,G,G,Y,,,,,N,7/14/2022,2.8
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,533,H,0.55,1.1,0.7,1.4,G,G,Y,,,,,N,7/14/2022,2.1
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,534,H,0.65,1.2,0.6,1.5,G,G,N,,,,,N,7/14/2022,2.1
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,535,B,1.6,1.8,1.5,1.3,GB,B,Y,,"Radical Boken, moldy, bruised",,,Y,7/7/2022,2.8
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,536,H,1.28,1.6,1.3,1,G,B,Y,,,,,N,7/7/2022,2.3
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,537,H,1.39,1.7,1.3,1.2,G,B,Y,,B,,,Y,7/7/2022,2.5
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,538,H,0.85,1.4,0.7,1.8,G,G,Y,,,,,N,7/14/2022,2.5
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,539,B,1,1.2,0.9,1.1,G,B,Y,,"COTYLEDON FELL OFF, B",,,Y,7/14/2022,2
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,540,H,1.11,1.6,1.7,0.7,G,B,Y,,,,,N,7/14/2022,2.4
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,541,B,0.78,1.6,1.7,0.5,G,B,Y,,B,,,Y,7/14/2022,2.2
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,542,H,0.91,1.3,1.3,0.7,G,B,Y,,,,,N,7/14/2022,2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,543,B,0.93,1.5,1.3,0.9,G,B,Y,,B,,,Y,7/7/2022,2.2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,544,N,1.28,1.6,1.3,1,G,B,Y,,N,,,N,7/7/2022,2.3
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,545,H,0.54,1.1,2,2.5,G,G,N,,,,,N,7/14/2022,2
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,546,H,1.08,1.5,0.2,2.5,G,G,N,,,,,N,7/14/2022,2.7
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,547,H,1.67,1.7,1.1,2.3,G,G,N,,,,,N,7/14/2022,3.4
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,548,H,0.97,1.5,1,2,G,G,N,,,,,N,7/14/2022,3
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,549,H,1.73,1.9,1.4,1.8,G,G,N,,,,,N,7/14/2022,3.2
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,550,"B,N",1.17,1.6,0.1,2.4,G,B,Y,,"B,N",,,Y,7/14/2022,2.5
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,551,H,1.18,1.5,1.1,1.5,G,G,Y,,,,,N,7/14/2022,2.6
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,552,H,1.82,1.9,0.6,1.8,G,G,N,,,,,N,7/14/2022,2.4
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,553,H,1.62,1.8,1,1.7,G,G,N,,,,,N,7/14/2022,2.7
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,554,H,2.09,1.9,1.1,1.5,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,555,H,1.6,1.7,1.1,1.5,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/14/2022,"3""TP",STEER Basin,7/14/2022,AVGE,556,H,0.76,1.3,1.4,1,G,G,Y,,,,,N,7/14/2022,2.4
KH,NA,8/24/2022,"3""TP",STEER Fringe,8/23/2022,AVGE,557,H,1.85,1.8,1.4,2,G,G,N,,,,,,8/24/2022,3.4
KH,NA,8/24/2023,"3""TP",STEER Fringe,8/23/2022,AVGE,558,N,1.77,1.8,0.6,2.5,G,GB,N,,,,,,8/24/2023,3.1
KH,NA,8/24/2024,"3""TP",STEER Fringe,8/23/2022,AVGE,559,N,1.24,1.5,0.9,1.5,G,G,N,,,,,,8/24/2024,2.4
KH,NA,8/24/2025,"3""TP",STEER Fringe,8/23/2022,AVGE,560,H,1.76,1.9,0.8,1.7,G,G,N,,,,,,8/24/2025,2.5
KH,NA,8/24/2026,"3""TP",STEER Fringe,8/23/2022,AVGE,561,N,1.22,1.5,1,1.7,G,G,Y,,,,,,8/24/2026,2.7
KH,NA,8/24/2027,"3""TP",STEER Fringe,8/23/2022,AVGE,562,"B,P",2.26,2,0.8,2.1,G,G,N,,,,,,8/24/2027,2.9
KH,NA,8/24/2028,"3""TP",STEER Fringe,8/23/2022,AVGE,563,H,1.24,1.6,0.9,1.6,G,G,N,,,,,,8/24/2028,2.5
KH,NA,8/24/2029,"3""TP",STEER Fringe,8/23/2022,AVGE,564,H,1.79,1.9,0.9,1.7,G,G,N,,,,,,8/24/2029,2.6
KH,NA,8/24/1930,"3""TP",STEER Fringe,8/23/2022,AVGE,565,H,1.32,1.6,0.5,1.8,G,G,N,,,,,,8/24/1930,2.3
KH,NA,8/24/1931,"3""TP",STEER Fringe,8/23/2022,AVGE,566,H,1.63,1.7,0.9,1.8,G,G,N,,,,,,8/24/1931,2.7
KH,NA,8/24/1932,"3""TP",STEER Fringe,8/23/2022,AVGE,567,H,1.18,1.5,0.9,1.3,G,G,N,,,,,,8/24/1932,2.2
KH,NA,8/24/1933,"3""TP",STEER Fringe,8/23/2022,AVGE,568,"B,P",1.93,2,0.9,1.9,G,G,N,,,,,,8/24/1933,2.8
KH,NA,8/24/1934,"3""TP",STEER Fringe,8/23/2022,AVGE,569,H,1.11,1.6,1,1.5,G,G,N,,,,,,8/24/1934,2.5
KH,NA,8/24/1935,"3""TP",STEER Fringe,8/23/2022,AVGE,570,H,1.54,1.6,0.9,1.5,G,G,N,,,,,,8/24/1935,2.4
KH,NA,8/24/1936,"3""TP",STEER Fringe,8/23/2022,AVGE,571,H,1.32,1.7,1,1.3,G,G,N,,,,,,8/24/1936,2.3
KH,NA,8/24/1937,"3""TP",STEER Fringe,8/23/2022,AVGE,572,"B,P",1.88,2,0.8,1.8,G,G,N,,,,,,8/24/1937,2.6
KH,NA,8/24/1938,"3""TP",STEER Fringe,8/23/2022,AVGE,573,H,1.42,1.8,1.1,1.4,G,G,N,,,,,,8/24/1938,2.5
KH,NA,8/24/1939,"3""TP",STEER Fringe,8/23/2022,AVGE,574,H,0.35,0.9,0.5,1,G,G,N,,,,,,8/24/1939,1.5
KH,NA,8/24/1940,"3""TP",STEER Fringe,8/23/2022,AVGE,575,H,0.5,1.3,0.8,1.1,G,G,N,,,,,,8/24/1940,1.9
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,576,H,1.78,1.8,1,1.6,G,G,Y,,,,,H,2/9/2022,2.6
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,577,"B,P",0.41,1,0.6,0.9,G,G,Y,,,,,H,2/9/2022,1.5
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,578,H,0.28,1.3,1.2,1.8,YB,G,Y,,,,,H,2/9/2022,3
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,579,H,1.59,1.8,0.9,1.8,G,G,N,,,,,H,2/9/2022,2.7
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,580,H,2.04,1.9,1.9,1.8,G,G,Y,,,,,H,2/9/2022,3.7
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,581,H,0.93,1.4,0.7,1.1,G,G,Y,,,,,H,2/9/2022,1.8
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,582,"B,P",0.57,1,1,0.8,G,G,Y,,,,,H,2/9/2022,1.8
AJH,"ZDB,TNT",2/9/2022,"3"" TP",STEER Fringe,8/23/2022,AVGE,583,H,1.94,2.2,0.1,1.9,G,G,Y,,,,,H,2/9/2022,2
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,584,H,1.41,2.5,0.4,0.9,G,YB,N,,,,,H,6/9/2022,1.3
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,585,H,1.6,2.4,0.4,1,G,YB,N,,DARK GREEN,,,H,6/9/2022,1.4
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,586,H,1.76,3.2,1.5,2.5,G,YB,N,,,,,H,6/9/2022,1.5
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,587,H,2,2.5,0.1,1.5,GB,YB,N,,INCLUDING ROOT: 2.8 TOTAL LENGTH,,,H,6/9/2022,1.6
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,588,"B,P",1.56,2,1.5,0.2,GB,YB,N,,,,,H,6/9/2022,1.7
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,589,H,1.73,2.3,1.3,0.2,G,YB,N,,,,,H,6/9/2022,1.5
AJH,"TNT, LLU",6/9/2022,"3"" TP",LS,9/1/2022,AVGE,590,H,1.86,2.5,1.5,0.2,GB,YB,N,,,,,H,6/9/2022,1.7
AJH,"TNT, LLU",6/9/2022,"3"" TP",RB,9/2/2022,AVGE,591,B,0.66,2.5,1.1,1.9,G,YB,N,,BRUISED,,,D,6/9/2022,1.1
AJH,"TNT, LLU",6/9/2022,"3"" TP",RB,9/2/2022,AVGE,592,N,1.38,2.7,1.5,2,G,YB,N,,NICKS,,,H,6/9/2022,1.5
AJH,"TNT, LLU",6/9/2022,"3"" TP",RB,9/2/2022,AVGE,593,H,1.32,3.4,1.2,2.4,G,YB,N,,,,,H,6/9/2022,1.2
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,594,H,1.24,1.3,1.7,0.5,G,W,N,,,,,H,9/9/2022,2.2
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,595,H,0.84,1.2,1.8,0.5,G,W,N,,,,,H,9/9/2022,2.3
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,596,H,1.72,1.6,1.8,0.5,G,W,N,,,,,H,9/9/2022,2.3
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,597,H,2.6,1.8,2.1,0.4,G,W,Y,,,,,H,9/9/2022,2.5
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,598,"B,P",2.21,2,2.2,0.3,G,W,Y,,"""Big Bob""",,,H,9/9/2022,2.5
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,599,"B,P",0.93,1,1.8,0.3,G,W,N,,,,,N,9/9/2022,2.1
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,600,"B,P",0.51,1,1.4,0.2,G,W,N,,"""Little Bob""",,,N,9/9/2022,1.6
AJH,AND,9/9/2022,"3""TP",RB,9/2/2022,AVGE,601,H,1,1.4,1.8,0.2,G,W,N,,,,,H,9/9/2022,2
AJH,"LU,LP",12/9/2022,SP,LS,8/1/2022,AVGE,602,H,1.8,2.6,2,2.4,G,G,Y,,has 3 roots,,,H,12/9/2022,2
AJH,"LU,LP",12/9/2022,SP,LS,8/1/2022,AVGE,603,"B,P",1.17,2,0.3,1.4,G,G,Y,,4 Root,,,H,12/9/2022,1.7
AJH,"LU,LP",12/9/2022,SP,LS,8/1/2022,AVGE,604,H,1.22,2.4,0.3,1.5,G,G,Y,,,,,H,12/9/2022,1.8
AJH,"LU,LP",12/9/2022,SP,LS,8/1/2022,AVGE,605,H,1,1.2,1.4,1.7,G,G,Y,,3 Roots,,,H,12/9/2022,1.4
AJH,"LU,LP",12/9/2022,SP,RB,9/2/2022,AVGE,606,H,2.58,2.9,0.1,1.9,G,G,N,,,,,H,12/9/2022,2
AJH,"LU,LP",12/9/2022,SP,RB,9/2/2022,AVGE,607,H,1.78,1.5,1.2,1.6,G,G,N,,,,,H,12/9/2022,2.8
AJH,"LU,LP",12/9/2022,SP,RB,9/2/2022,AVGE,608,H,1.76,2.5,0.1,1.6,G,G,Y,,,,,H,12/9/2022,1.7
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,609,H,1.36,2.5,0.3,1.4,G,G,N,,,,,H,12/9/2022,1.7
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,610,H,1.88,2.5,0.4,1.5,G,G,N,,,,,H,12/9/2022,1.9
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,611,H,0.97,2.1,0.2,1.2,G,G,N,,,,,H,12/9/2022,1.4
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,612,H,1.21,2.2,0.5,1,G,G,N,,,,,H,12/9/2022,1.5
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,613,"B,P",1.09,2,0.4,1.1,G,G,N,,,,,H,12/9/2022,1.5
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,614,"B,P",0.55,2,0.1,1,G,G,N,,Herbivory,,,H,12/9/2022,1.1
AJH,"TNT, ZBD",12/9/2022,SP,RB,9/2/2022,AVGE,615,B,0.59,1.8,0.1,1.1,G,G,N,,Buised,,,H,12/9/2022,1.2
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,616,H,1.35,1.8,2.3,3,G,B,Y,,,,,H,10/14/2022,2.3
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,617,H,0.87,1.4,0.4,1.6,G,B,Y,,,,,H,10/14/2022,2
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,618,H,1.09,1.7,0.1,2,G,B,Y,,,,,H,10/14/2022,2.1
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,619,H,1.09,1.5,0.4,1.9,G,B,Y,,,,,H,10/14/2022,2.3
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,620,H,1.42,1.7,0.4,1.7,G,B,Y,,,,,H,10/14/2022,2.1
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,621,H,1.33,1.8,2.4,2.7,G,B,Y,,,,,H,10/14/2022,2.4
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,622,H,0.39,1.1,1.7,2,G,B,Y,,,,,H,10/14/2022,1.7
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,623,H,0.66,1.7,0.1,1.7,G,B,N,,,,,H,10/14/2022,1.8
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,624,H,1.19,1.8,2.2,2.5,G,B,N,,,,,H,10/14/2022,2.2
MTG,"ZDB, MTG",10/14/2022,CC,CP,11/10/2022,AVGE,625,H,1.26,1.8,2,2.4,G,B,N,,,,,H,10/14/2022,2
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,626,H,3,3.1,2.2,2.5,G,B,Y,,,,,H,11/10/2022,2.2
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,627,H,2.91,2.9,2.1,3.2,G,B,Y,,,,,H,11/10/2022,2.1
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,628,H,2.39,2.6,2.1,2.3,G,B,Y,,,,,H,11/10/2022,2.1
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,629,H,2.1,2.3,1.9,2.3,G,B,Y,,,,,H,11/10/2022,1.9
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,630,H,2.19,2.6,1.8,2.1,G,G,Y,,,,,H,11/10/2022,1.8
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,631,P,2.03,2.5,1.9,2.2,G,G,Y,,Herbivory,,,H,11/10/2022,1.9
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,632,H,2.26,2.5,1.9,2,G,B,Y,,,,,H,11/10/2022,1.9
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,633,H,1.38,2.3,1.5,2,G,B,Y,,,,,H,11/10/2022,1.5
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,634,H,0.58,1.4,1.2,1.4,G,B,Y,,,,,H,11/10/2022,1.2
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,635,H,0.63,1.4,1.1,1.5,G,G,Y,,,,,H,11/10/2022,1.1
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,636,"B,P",0.88,2,1.4,1.8,G,B,Y,,,,,H,11/10/2022,1.4
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,637,H,1,1.9,1.4,1.9,G,B,Y,,,,,H,11/10/2022,1.4
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,638,H,1.91,2.5,0.2,1.7,G,G,Y,,,,,H,11/10/2022,1.9
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,639,H,2.78,2.9,2,2.5,G,B,Y,,,,,H,11/10/2022,2
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,640,H,0.92,1.7,1.4,1.8,G,G,Y,,,,,H,11/10/2022,1.4
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,641,H,2.6,2.9,2.2,2.3,G,B,Y,,,,,H,11/10/2022,2.2
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,642,H,1.65,2.4,1.9,2.2,G,B,Y,,,,,H,11/10/2022,1.9
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,643,"B,P",0.96,2,1.4,1.9,G,G,Y,,,,,H,11/10/2022,1.4
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,644,H,0.4,1.4,1,1.5,G,B,Y,,,,,H,11/10/2022,1
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,645,H,1.89,2.5,1.8,2,G,B,Y,,,,,H,11/10/2022,1.8
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,646,"B,P",1.26,2,1.5,1.7,G,G,Y,,,,,H,11/10/2022,1.5
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,647,H,1.58,2.2,0.1,1.7,G,G,Y,,,,,H,11/10/2022,1.8
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,648,"B,P",1.26,2,1.5,2,G,B,Y,,Herbivory,,,H,11/10/2022,1.5
AB,"AB,KR",11/10/2022,CC,STEER Basin,11/10/2022,AVGE,649,H,0.41,1.3,1,1.3,G,G,Y,,,,,H,11/10/2022,1
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,650,"B,P",1.85,3,1.7,2,G,B,Y,,,,,H,10/17/2022,1.7
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,651,H,1.55,3.1,1.6,2.5,G,B,Y,,,,,H,10/17/2022,1.6
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,652,"B,P",1.08,2,1.2,1.7,G,B,N,,,,,H,10/17/2022,1.2
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,653,"B,P",1.13,3,1.5,2.2,G,B,Y,,,,,H,10/17/2022,1.5
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,654,H,0.59,1.8,1.1,1.6,G,B,Y,,,,,H,10/17/2022,1.1
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,655,H,1.87,3.3,1.7,2.2,G,B,Y,,,,,H,10/17/2022,1.7
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,656,H,0.88,2.2,1.3,1.7,G,B,Y,,,,,H,10/17/2022,1.3
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,657,H,1.04,2.9,1.2,2.4,G,B,Y,,,,,H,10/17/2022,1.2
LU,"LU, AJH",10/17/2022,CC,CP,11/10/2022,AVGE,658,H,0.91,2.5,1.3,2,G,B,Y,,,,,H,10/17/2022,1.3
LU,"LU, AJH",10/17/2022,CC,STEER Basin,11/10/2022,AVGE,659,"B,P",1.38,3,1.3,2.4,G,B,N,,,,,H,10/17/2022,1.3
LU,"LU, AJH",10/17/2022,CC,STEER Basin,11/10/2022,AVGE,660,H,1.93,2.2,1.8,2.2,G,B,N,,,,,H,10/17/2022,1.8
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,661,H,1.76,3.4,1.6,2.8,G,B,Y,,,,,H,10/17/2022,1.6
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,662,"B,P",1.53,3,1.3,2,G,B,Y,,,,,H,10/17/2022,1.3
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,663,"B,P",2.64,4,2,3,G,B,N,,,,,H,10/17/2022,2
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,664,"B,P",2.38,4,2,3,G,B,Y,,,,,H,10/17/2022,2
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,665,H,1.8,3.5,2,2.5,G,B,Y,,,,,H,10/17/2022,1.6
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,666,H,1.75,3.4,1.6,2.3,G,B,Y,,,,,H,10/17/2022,1.8
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,667,H,2.31,3.5,1.8,2.5,G,B,Y,,,,,H,10/17/2022,1.8
LU,"LU, AJH",10/17/2022,CC,VBSP,11/10/2022,AVGE,668,H,1.32,2.8,1.8,2.1,G,B,N,,,,,H,10/17/2022,1.4
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,669,H,2.05,1.8,1.4,2.2,G,B,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,670,H,1.46,1.7,2.2,1.6,G,B,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,671,N,2,1.8,2.5,2.7,G,G,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,672,N,1.35,1.4,2.2,1.6,G,B,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,673,N,0.76,1.3,1.6,1.6,G,B,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,674,P,1.87,1.8,2.1,3,G,G,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,675,H,1.28,1.5,2.2,1.6,G,B,Y,,,,,,,
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,676,G,1.61,1.6,2.2,2.5,G,B,Y,,,,,,,
